conservation_score_version,region,window_size,imputed,nan_rate,total_rows,nan_rows_number,nan_rate_without_nan_rows
phastCons4way,enhancers,1024,True,0.05468910484316978,63285,3461,0.0
phastCons4way,enhancers,1024,False,0.18323083940704749,63285,3461,0.1359782641059608
phastCons7way,enhancers,1024,True,0.0038081693924310656,63285,241,0.0
phastCons7way,enhancers,1024,False,0.008217969799320534,63285,241,0.004426657869900387
phastCons17way,enhancers,1024,True,0.0009006873666745674,63285,57,0.0
phastCons17way,enhancers,1024,False,0.002131787252113455,63285,57,0.001232209721167837
phastCons20way,enhancers,1024,True,0.0008848858339258908,63285,56,0.0
phastCons20way,enhancers,1024,False,0.0020308210130757683,63285,56,0.001146950099044742
phastCons30way,enhancers,1024,True,0.0009322904321719207,63285,59,0.0
phastCons30way,enhancers,1024,False,0.0018215741536304019,63285,59,0.0008901135658194412
phastCons100way,enhancers,1024,True,0.001627557873113692,63285,103,0.0
phastCons100way,enhancers,1024,False,0.002577779341471123,63285,103,0.000951770529976892
phyloP4way,enhancers,1024,True,0.05468910484316978,63285,3461,0.0
phyloP4way,enhancers,1024,False,0.18323083940704749,63285,3461,0.1359782641059608
phyloP7way,enhancers,1024,True,0.0038081693924310656,63285,241,0.0
phyloP7way,enhancers,1024,False,0.008217969799320534,63285,241,0.004426657869900387
phyloP17way,enhancers,1024,True,0.0009006873666745674,63285,57,0.0
phyloP17way,enhancers,1024,False,0.002131787252113455,63285,57,0.001232209721167837
phyloP20way,enhancers,1024,True,0.0008848858339258908,63285,56,0.0
phyloP20way,enhancers,1024,False,0.0020308210130757683,63285,56,0.001146950099044742
phyloP30way,enhancers,1024,True,0.0009322904321719207,63285,59,0.0
phyloP30way,enhancers,1024,False,0.0018215741536304019,63285,59,0.0008901135658194412
phyloP100way,enhancers,1024,True,0.001627557873113692,63285,103,0.0
phyloP100way,enhancers,1024,False,0.002577779341471123,63285,103,0.000951770529976892
phastCons4way,promoters,64,True,0.03158758923118511,99881,3155,0.0
phastCons4way,promoters,64,False,0.04047754327649904,99881,3155,0.009179925769699978
phastCons7way,promoters,64,True,0.0010412390744986534,99881,104,0.0
phastCons7way,promoters,64,False,0.0013803926672740561,99881,104,0.00033950710083486174
phastCons17way,promoters,64,True,0.00031036933951402167,99881,31,0.0
phastCons17way,promoters,64,False,0.0005343859192439003,99881,31,0.00022408612919379067
phastCons20way,promoters,64,True,0.00019022636937956168,99881,19,0.0
phastCons20way,promoters,64,False,0.00025921471551145864,99881,19,6.900147203140334e-05
phastCons30way,promoters,64,True,0.00019022636937956168,99881,19,0.0
phastCons30way,promoters,64,False,0.00031083864799110936,99881,19,0.00012063522661272556
phastCons100way,promoters,64,True,0.00030035742533615,99881,30,0.0
phastCons100way,promoters,64,False,0.00033164465714199904,99881,30,3.1296631981652665e-05
phyloP4way,promoters,64,True,0.03158758923118511,99881,3155,0.0
phyloP4way,promoters,64,False,0.04047754327649904,99881,3155,0.009179925769699978
phyloP7way,promoters,64,True,0.0010412390744986534,99881,104,0.0
phyloP7way,promoters,64,False,0.0013803926672740561,99881,104,0.00033950710083486174
phyloP17way,promoters,64,True,0.00031036933951402167,99881,31,0.0
phyloP17way,promoters,64,False,0.0005343859192439003,99881,31,0.00022408612919379067
phyloP20way,promoters,64,True,0.00019022636937956168,99881,19,0.0
phyloP20way,promoters,64,False,0.00025921471551145864,99881,19,6.900147203140334e-05
phyloP30way,promoters,64,True,0.00019022636937956168,99881,19,0.0
phyloP30way,promoters,64,False,0.00031083864799110936,99881,19,0.00012063522661272556
phyloP100way,promoters,64,True,0.00030035742533615,99881,30,0.0
phyloP100way,promoters,64,False,0.00033164465714199904,99881,30,3.1296631981652665e-05
phastCons4way,promoters,128,True,0.02782310950030536,99881,2779,0.0
phastCons4way,promoters,128,False,0.04166950859022237,99881,2779,0.014242674584457582
phastCons7way,promoters,128,True,0.0009911795036092953,99881,99,0.0
phastCons7way,promoters,128,False,0.0015058544668155106,99881,99,0.0005151856046180672
phastCons17way,promoters,128,True,0.00024028594026892,99881,24,0.0
phastCons17way,promoters,128,False,0.0005328997757331225,99881,24,0.0002926841633535957
phastCons20way,promoters,128,True,0.00018021445520169,99881,18,0.0
phastCons20way,promoters,128,False,0.0002823672670477869,99881,18,0.0001021712245776714
phastCons30way,promoters,128,True,0.00019022636937956168,99881,19,0.0
phastCons30way,promoters,128,False,0.0003695022076270762,99881,19,0.00017930994772786442
phastCons100way,promoters,128,True,0.00030035742533615,99881,30,0.0
phastCons100way,promoters,128,False,0.00035213779397483003,99881,30,5.1795925929635165e-05
phyloP4way,promoters,128,True,0.02782310950030536,99881,2779,0.0
phyloP4way,promoters,128,False,0.04166950859022237,99881,2779,0.014242674584457582
phyloP7way,promoters,128,True,0.0009911795036092953,99881,99,0.0
phyloP7way,promoters,128,False,0.0015058544668155106,99881,99,0.0005151856046180672
phyloP17way,promoters,128,True,0.00024028594026892,99881,24,0.0
phyloP17way,promoters,128,False,0.0005328997757331225,99881,24,0.0002926841633535957
phyloP20way,promoters,128,True,0.00018021445520169,99881,18,0.0
phyloP20way,promoters,128,False,0.0002823672670477869,99881,18,0.0001021712245776714
phyloP30way,promoters,128,True,0.00019022636937956168,99881,19,0.0
phyloP30way,promoters,128,False,0.0003695022076270762,99881,19,0.00017930994772786442
phyloP100way,promoters,128,True,0.00030035742533615,99881,30,0.0
phyloP100way,promoters,128,False,0.00035213779397483003,99881,30,5.1795925929635165e-05
phastCons4way,promoters,256,True,0.022096294590562768,99881,2207,0.0
phastCons4way,promoters,256,False,0.0472411779392477,99881,2207,0.025713046396686937
phastCons7way,promoters,256,True,0.0008510127051190918,99881,85,0.0
phastCons7way,promoters,256,False,0.001814815880898269,99881,85,0.0009646240831295844
phastCons17way,promoters,256,True,0.00016019062684594667,99881,16,0.0
phastCons17way,promoters,256,False,0.0006307505932059152,99881,16,0.00047063535773293947
phastCons20way,promoters,256,True,0.00016019062684594667,99881,16,0.0
phastCons20way,promoters,256,False,0.0003760334172665472,99881,16,0.00021587737195213536
phastCons30way,promoters,256,True,0.00014016679849020337,99881,14,0.0
phastCons30way,promoters,256,False,0.00045135742783912854,99881,14,0.00031123425405789703
phastCons100way,promoters,256,True,0.00026030976862466334,99881,26,0.0
phastCons100way,promoters,256,False,0.000393476048998308,99881,26,0.00013320095388313054
phyloP4way,promoters,256,True,0.022096294590562768,99881,2207,0.0
phyloP4way,promoters,256,False,0.0472411779392477,99881,2207,0.025713046396686937
phyloP7way,promoters,256,True,0.0008510127051190918,99881,85,0.0
phyloP7way,promoters,256,False,0.001814815880898269,99881,85,0.0009646240831295844
phyloP17way,promoters,256,True,0.00016019062684594667,99881,16,0.0
phyloP17way,promoters,256,False,0.0006307505932059152,99881,16,0.00047063535773293947
phyloP20way,promoters,256,True,0.00016019062684594667,99881,16,0.0
phyloP20way,promoters,256,False,0.0003760334172665472,99881,16,0.00021587737195213536
phyloP30way,promoters,256,True,0.00014016679849020337,99881,14,0.0
phyloP30way,promoters,256,False,0.00045135742783912854,99881,14,0.00031123425405789703
phyloP100way,promoters,256,True,0.00026030976862466334,99881,26,0.0
phyloP100way,promoters,256,False,0.000393476048998308,99881,26,0.00013320095388313054
phastCons4way,promoters,512,True,0.016449574994243148,99881,1643,0.0
phastCons4way,promoters,512,False,0.06676495811265405,99881,1643,0.05115689225401576
phastCons7way,promoters,512,True,0.0007408816491625035,99881,74,0.0
phastCons7way,promoters,512,False,0.00233334308452058,99881,74,0.0015936421355716532
phastCons17way,promoters,512,True,0.00012014297013446,99881,12,0.0
phastCons17way,promoters,512,False,0.0007145417108859543,99881,12,0.0005944701621624327
phastCons20way,promoters,512,True,0.00012014297013446,99881,12,0.0
phastCons20way,promoters,512,False,0.0004705404118400896,99881,12,0.0003504395445533649
phastCons30way,promoters,512,True,7.008339924510167e-05,99881,7,0.0
phastCons30way,promoters,512,False,0.0004575562106406624,99881,7,0.00038749996871057527
phastCons100way,promoters,512,True,0.000210250197735305,99881,21,0.0
phastCons100way,promoters,512,False,0.00042990611953224334,99881,21,0.00021970211420989385
phyloP4way,promoters,512,True,0.016449574994243148,99881,1643,0.0
phyloP4way,promoters,512,False,0.06676495811265405,99881,1643,0.05115689225401576
phyloP7way,promoters,512,True,0.0007408816491625035,99881,74,0.0
phyloP7way,promoters,512,False,0.00233334308452058,99881,74,0.0015936421355716532
phyloP17way,promoters,512,True,0.00012014297013446,99881,12,0.0
phyloP17way,promoters,512,False,0.0007145417108859543,99881,12,0.0005944701621624327
phyloP20way,promoters,512,True,0.00012014297013446,99881,12,0.0
phyloP20way,promoters,512,False,0.0004705404118400896,99881,12,0.0003504395445533649
phyloP30way,promoters,512,True,7.008339924510167e-05,99881,7,0.0
phyloP30way,promoters,512,False,0.0004575562106406624,99881,7,0.00038749996871057527
phyloP100way,promoters,512,True,0.000210250197735305,99881,21,0.0
phyloP100way,promoters,512,False,0.00042990611953224334,99881,21,0.00021970211420989385
phastCons4way,promoters,1024,True,0.011723951502287722,99881,1171,0.0
phastCons4way,promoters,1024,False,0.1098992664552067,99881,1171,0.09933997196649276
phastCons7way,promoters,1024,True,0.0006307505932059152,99881,63,0.0
phastCons7way,promoters,1024,False,0.003819359490919194,99881,63,0.00319062138404396
phastCons17way,promoters,1024,True,8.009531342297334e-05,99881,8,0.0
phastCons17way,promoters,1024,False,0.0010104798147295279,99881,8,0.0009304590267139268
phastCons20way,promoters,1024,True,8.009531342297334e-05,99881,8,0.0
phastCons20way,promoters,1024,False,0.0007904914660946526,99881,8,0.0007104530566319227
phastCons30way,promoters,1024,True,5.005957088935834e-05,99881,5,0.0
phastCons30way,promoters,1024,False,0.0006363236313713318,99881,5,0.0005862934100784973
phastCons100way,promoters,1024,True,0.00017020254102381835,99881,17,0.0
phastCons100way,promoters,1024,False,0.0007503753685635906,99881,17,0.0005802715912390853
phyloP4way,promoters,1024,True,0.011723951502287722,99881,1171,0.0
phyloP4way,promoters,1024,False,0.1098992664552067,99881,1171,0.09933997196649276
phyloP7way,promoters,1024,True,0.0006307505932059152,99881,63,0.0
phyloP7way,promoters,1024,False,0.003819359490919194,99881,63,0.00319062138404396
phyloP17way,promoters,1024,True,8.009531342297334e-05,99881,8,0.0
phyloP17way,promoters,1024,False,0.0010104798147295279,99881,8,0.0009304590267139268
phyloP20way,promoters,1024,True,8.009531342297334e-05,99881,8,0.0
phyloP20way,promoters,1024,False,0.0007904914660946526,99881,8,0.0007104530566319227
phyloP30way,promoters,1024,True,5.005957088935834e-05,99881,5,0.0
phyloP30way,promoters,1024,False,0.0006363236313713318,99881,5,0.0005862934100784973
phyloP100way,promoters,1024,True,0.00017020254102381835,99881,17,0.0
phyloP100way,promoters,1024,False,0.0007503753685635906,99881,17,0.0005802715912390853
